C,L_ctx,cost,keep,probe,lambda_value,state,t,tie_log_objective_gap
1e+22,8192,logarithmic,0.5,above,0.007427915389063079,R2,1.0,0.0
1e+22,8192,logarithmic,0.5,middle,0.007354371672339682,R0,0.0,0.0
1e+22,8192,logarithmic,0.5,on_tie,0.007354371672339682,R0,0.0,0.0
1e+22,8192,logarithmic,0.5,full_tie,0.007354371672339682,R0,0.0,0.0
1e+22,32768,exponential,0.5,below,0.003529632913826086,R0,0.0,0.0
1e+22,32768,exponential,0.5,above,0.00537718640716287,R2,1.0,0.0
1e+22,32768,exponential,0.5,middle,0.004444616354663261,R1,0.5491091114054197,0.0
1e+22,32768,exponential,0.5,on_tie,0.003565285771541501,R0,0.0,0.0
1e+22,32768,exponential,0.5,full_tie,0.00532394693778502,R2,1.0,0.0
1e+22,32768,power,0.5,below,0.007139997978478747,R0,0.0,0.0
1e+22,32768,power,0.5,above,0.010106711207514938,R2,1.0,0.0
1e+22,32768,power,0.5,middle,0.008609381965048166,R1,0.5249597680569091,0.0
1e+22,32768,power,0.5,on_tie,0.007212119170180553,R0,0.0,0.0
1e+22,32768,power,0.5,full_tie,0.01000664475991578,R2,1.0,1.1102230246251565e-16
1e+22,32768,logarithmic,0.5,below,0.005550324506544715,R0,0.0,0.0
1e+22,32768,logarithmic,0.5,above,0.0056624522743537,R2,1.0,0.0
1e+22,32768,logarithmic,0.5,middle,0.005606388390449207,R0,0.0,0.0
1e+22,32768,logarithmic,0.5,on_tie,0.005606388390449207,R0,0.0,0.0
1e+22,32768,logarithmic,0.5,full_tie,0.005606388390449207,R0,0.0,0.0
1e+22,131072,exponential,0.5,below,0.002104990374237287,R0,0.0,0.0
1e+22,131072,exponential,0.5,above,0.003213987214133739,R2,1.0,0.0
1e+22,131072,exponential,0.5,middle,0.002654209230909122,R1,0.5496539773801941,0.0
1e+22,131072,exponential,0.5,on_tie,0.002126252903269987,R0,0.0,0.0
1e+22,131072,exponential,0.5,full_tie,0.0031821655585482565,R2,1.0,1.1102230246251565e-16
1e+22,131072,power,0.5,below,0.004258127511758578,R0,0.0,0.0
1e+22,131072,power,0.5,above,0.006053563978326874,R2,1.0,0.0
1e+22,131072,power,0.5,middle,0.005147383301039988,R1,0.526203107505744,0.0
1e+22,131072,power,0.5,on_tie,0.004301138900766241,R0,0.0,0.0
1e+22,131072,power,0.5,full_tie,0.005993627701313737,R2,1.0,0.0
1e+22,131072,logarithmic,0.5,below,0.003314808608110672,R0,0.0,0.0
1e+22,131072,logarithmic,0.5,above,0.003381774438577554,R2,1.0,0.0
1e+22,131072,logarithmic,0.5,middle,0.003348291523344113,R0,0.0,0.0
1e+22,131072,logarithmic,0.5,on_tie,0.003348291523344113,R0,0.0,0.0
1e+22,131072,logarithmic,0.5,full_tie,0.003348291523344113,R0,0.0,0.0
1e+24,2048,exponential,0.5,below,0.0006379580400557365,R0,0.0,0.0
1e+24,2048,exponential,0.5,above,0.0009763097956532106,R2,1.0,0.0
1e+24,2048,exponential,0.5,middle,0.0008055227113476209,R1,0.5502200117370073,0.0
1e+24,2048,exponential,0.5,on_tie,0.0006444020606623601,R0,0.0,0.0
1e+24,2048,exponential,0.5,full_tie,0.0009666433620328817,R2,1.0,0.0
1e+24,2048,power,0.5,below,0.0012905078878059954,R0,0.0,0.0
1e+24,2048,power,0.5,above,0.00184291667559166,R2,1.0,0.0
1e+24,2048,power,0.5,middle,0.0015641066484247419,R1,0.5275010236966515,0.0
1e+24,2048,power,0.5,on_tie,0.001303543321016157,R0,0.0,0.0
1e+24,2048,power,0.5,full_tie,0.0018246699758333268,R2,1.0,2.220446049250313e-16
1e+24,2048,logarithmic,0.5,below,0.0010060996572382758,R0,0.0,0.0
1e+24,2048,logarithmic,0.5,above,0.001026424902839049,R2,1.0,0.0
1e+24,2048,logarithmic,0.5,middle,0.0010162622800386624,R0,0.0,0.0
1e+24,2048,logarithmic,0.5,on_tie,0.0010162622800386624,R0,0.0,0.0
1e+24,2048,logarithmic,0.5,full_tie,0.0010162622800386624,R0,0.0,0.0
1e+24,4096,exponential,0.5,below,0.0006166473328278823,R0,0.0,0.0
1e+24,4096,exponential,0.5,above,0.0009437282788309189,R2,1.0,0.0
1e+24,4096,exponential,0.5,middle,0.000778630264125798,R1,0.5502283210001293,0.0
1e+24,4096,exponential,0.5,on_tie,0.0006228760937655377,R0,0.0,0.0
1e+24,4096,exponential,0.5,full_tie,0.0009343844344860583,R2,1.0,0.0
1e+24,4096,power,0.5,below,0.0012473990404437657,R0,0.0,0.0
1e+24,4096,power,0.5,above,0.0017814716935861527,R2,1.0,0.0
1e+24,4096,power,0.5,middle,0.001511916195368784,R1,0.5275200089009348,0.0
1e+24,4096,power,0.5,on_tie,0.0012599990307512784,R0,0.0,0.0
1e+24,4096,power,0.5,full_tie,0.0017638333599862897,R2,1.0,0.0
1e+24,4096,logarithmic,0.5,below,0.0009725122212116469,R0,0.0,0.0
1e+24,4096,logarithmic,0.5,above,0.000992158932751276,R2,1.0,0.0
1e+24,4096,logarithmic,0.5,middle,0.0009823355769814615,R0,0.0,0.0
1e+24,4096,logarithmic,0.5,on_tie,0.0009823355769814615,R0,0.0,0.0
1e+24,4096,logarithmic,0.5,full_tie,0.0009823355769814615,R0,0.0,0.0
1e+24,8192,exponential,0.5,below,0.000579447677445244,R0,0.0,0.0
1e+24,8192,exponential,0.5,above,0.0008868492243258114,R2,1.0,0.0
1e+24,8192,exponential,0.5,middle,0.000731684611612286,R1,0.5502428834850323,0.0
1e+24,8192,exponential,0.5,on_tie,0.0005853006842881253,R0,0.0,0.0
1e+24,8192,exponential,0.5,full_tie,0.0008780685389364469,R2,1.0,0.0
1e+24,8192,power,0.5,below,0.0011721488740052874,R0,0.0,0.0
1e+24,8192,power,0.5,above,0.0016741949392780424,R2,1.0,0.0
1e+24,8192,power,0.5,middle,0.0014208037566909703,R1,0.5275531740637741,0.0
1e+24,8192,power,0.5,on_tie,0.0011839887616215024,R0,0.0,0.0
1e+24,8192,power,0.5,full_tie,0.001657618751760438,R2,1.0,0.0
1e+24,8192,logarithmic,0.5,below,0.0009138790351492644,R0,0.0,0.0
1e+24,8192,logarithmic,0.5,above,0.0009323412378795526,R2,1.0,0.0
1e+24,8192,logarithmic,0.5,middle,0.0009231101365144085,R0,0.0,0.0
1e+24,8192,logarithmic,0.5,on_tie,0.0009231101365144085,R0,0.0,0.0
1e+24,8192,logarithmic,0.5,full_tie,0.0009231101365144085,R0,0.0,0.0
1e+24,32768,exponential,0.5,below,0.0004412378520169837,R0,0.0,0.0
1e+24,32768,exponential,0.5,above,0.0006754651008633231,R2,1.0,0.0
1e+24,32768,exponential,0.5,middle,0.000557236063802302,R1,0.5502963256184407,0.0
1e+24,32768,exponential,0.5,on_tie,0.00044569480001715523,R0,0.0,0.0
1e+24,32768,exponential,0.5,full_tie,0.0006687773275874487,R2,1.0,2.220446049250313e-16
1e+24,32768,power,0.5,below,0.0008925679945608072,R0,0.0,0.0
1e+24,32768,power,0.5,above,0.001275408820095603,R2,1.0,0.0
1e+24,32768,power,0.5,middle,0.0010821824214426756,R1,0.5276764652376428,0.0
1e+24,32768,power,0.5,on_tie,0.0009015838328897043,R0,0.0,0.0
1e+24,32768,power,0.5,full_tie,0.0012627810099956466,R2,1.0,0.0
1e+24,32768,logarithmic,0.5,below,0.0006959976007805288,R0,0.0,0.0
1e+24,32768,logarithmic,0.5,above,0.0007100581583720547,R2,1.0,0.0
1e+24,32768,logarithmic,0.5,middle,0.0007030278795762917,R0,0.0,0.0
1e+24,32768,logarithmic,0.5,on_tie,0.0007030278795762917,R0,0.0,0.0
1e+24,32768,logarithmic,0.5,full_tie,0.0007030278795762917,R0,0.0,0.0
1e+24,131072,exponential,0.5,below,0.0002631439172064144,R0,0.0,0.0
1e+24,131072,exponential,0.5,above,0.0004029446846740557,R2,1.0,0.0
1e+24,131072,exponential,0.5,middle,0.0003323785349563925,R1,0.5503655627150152,0.0
1e+24,131072,exponential,0.5,on_tie,0.0002658019365721358,R0,0.0,0.0
1e+24,131072,exponential,0.5,full_tie,0.0003989551333406492,R2,1.0,0.0
1e+24,131072,power,0.5,below,0.0005323066400313361,R0,0.0,0.0
1e+24,131072,power,0.5,above,0.0007610416167706906,R2,1.0,0.0
1e+24,131072,power,0.5,middle,0.0006455950130186184,R1,0.5278355883090374,0.0
1e+24,131072,power,0.5,on_tie,0.0005376834747791273,R0,0.0,0.0
1e+24,131072,power,0.5,full_tie,0.0007535065512581095,R2,1.0,0.0
1e+24,131072,logarithmic,0.5,below,0.0004151512028963527,R0,0.0,0.0
1e+24,131072,logarithmic,0.5,above,0.0004235380958841578,R2,1.0,0.0
1e+24,131072,logarithmic,0.5,middle,0.00041934464939025526,R0,0.0,0.0
1e+24,131072,logarithmic,0.5,on_tie,0.00041934464939025526,R0,0.0,0.0
1e+24,131072,logarithmic,0.5,full_tie,0.00041934464939025526,R0,0.0,0.0
1e+19,2048,exponential,0.2,below,0.1154606670505244,R0,0.0,0.0
1e+19,2048,exponential,0.2,above,0.1768941127934076,R2,1.0,0.0
1e+19,2048,exponential,0.2,middle,0.14588481117436902,R1,0.5334408642264804,0.0
1e+19,2048,exponential,0.2,on_tie,0.1166269364146711,R0,0.0,0.0
1e+19,2048,exponential,0.2,full_tie,0.17514268593406693,R2,1.0,5.551115123125783e-17
1e+19,2048,power,0.2,below,0.2335622285550717,R0,0.0,0.0
1e+19,2048,power,0.2,above,0.2636742402636452,R2,1.0,0.0
1e+19,2048,power,0.2,middle,0.24849252360317592,R1,0.49853557252479935,0.0
1e+19,2048,power,0.2,on_tie,0.2359214429849209,R0,0.0,0.0
1e+19,2048,power,0.2,full_tie,0.26106360422143093,R2,1.0,5.551115123125783e-17
1e+19,2048,logarithmic,0.2,below,0.15148959625087452,R0,0.0,0.0
1e+19,2048,logarithmic,0.2,above,0.15454999213473056,R2,1.0,0.0
1e+19,2048,logarithmic,0.2,middle,0.15301979419280254,R0,0.0,0.0
1e+19,2048,logarithmic,0.2,on_tie,0.15301979419280254,R0,0.0,0.0
1e+19,2048,logarithmic,0.2,full_tie,0.15301979419280254,R0,0.0,0.0
1e+19,4096,exponential,0.2,below,0.11160375434254845,R0,0.0,0.0
1e+19,4096,exponential,0.2,above,0.17225375518589794,R2,1.0,0.0
1e+19,4096,exponential,0.2,middle,0.14163966872687914,R1,0.5341347384818619,0.0
1e+19,4096,exponential,0.2,on_tie,0.11273106499247318,R0,0.0,0.0
1e+19,4096,exponential,0.2,full_tie,0.1705482724612851,R2,1.0,0.0
1e+19,4096,power,0.2,below,0.22576018522352706,R0,0.0,0.0
1e+19,4096,power,0.2,above,0.2576059714467959,R2,1.0,0.0
1e+19,4096,power,0.2,middle,0.2415480042044656,R1,0.4912679278832177,0.0
1e+19,4096,power,0.2,on_tie,0.22804059113487582,R0,0.0,0.0
1e+19,4096,power,0.2,full_tie,0.25505541727405534,R2,1.0,1.1102230246251565e-16
1e+19,4096,logarithmic,0.2,below,0.14705759689925538,R0,0.0,0.0
1e+19,4096,logarithmic,0.2,above,0.1500284574426747,R2,1.0,0.0
1e+19,4096,logarithmic,0.2,middle,0.14854302717096504,R0,0.0,0.0
1e+19,4096,logarithmic,0.2,on_tie,0.14854302717096504,R0,0.0,0.0
1e+19,4096,logarithmic,0.2,full_tie,0.14854302717096504,R0,0.0,0.0
1e+19,8192,exponential,0.2,below,0.10487118455762368,R0,0.0,0.0
1e+19,8192,exponential,0.2,above,0.1640007233768219,R2,1.0,0.0
1e+19,8192,exponential,0.2,middle,0.13415372164529132,R1,0.5355027222019034,0.0
1e+19,8192,exponential,0.2,on_tie,0.10593048945214513,R0,0.0,0.0
1e+19,8192,exponential,0.2,full_tie,0.1623769538384375,R2,1.0,1.1102230246251565e-16
1e+19,8192,power,0.2,below,0.21214105376483325,R0,0.0,0.0
1e+19,8192,power,0.2,above,0.2467335889881539,R2,1.0,0.0
1e+19,8192,power,0.2,middle,0.22928728742911988,R1,0.4823426868436777,0.0
1e+19,8192,power,0.2,on_tie,0.21428389269175077,R0,0.0,0.0
1e+19,8192,power,0.2,full_tie,0.244290682166489,R2,1.0,0.0
1e+19,8192,logarithmic,0.2,below,0.13923807728698168,R0,0.0,0.0
1e+19,8192,logarithmic,0.2,above,0.14205096773722375,R2,1.0,0.0
1e+19,8192,logarithmic,0.2,middle,0.14064452251210272,R0,0.0,0.0
1e+19,8192,logarithmic,0.2,on_tie,0.14064452251210272,R0,0.0,0.0
1e+19,8192,logarithmic,0.2,full_tie,0.14064452251210272,R0,0.0,0.0
1e+19,32768,exponential,0.2,below,0.0798573158782834,R0,0.0,0.0
1e+19,32768,exponential,0.2,above,0.13147435864522825,R2,1.0,0.0
1e+19,32768,exponential,0.2,middle,0.10541829387730883,R1,0.5423104994147004,0.0
1e+19,32768,exponential,0.2,on_tie,0.0806639554326095,R0,0.0,0.0
1e+19,32768,exponential,0.2,full_tie,0.13017263232200815,R2,1.0,0.0
1e+19,32768,power,0.2,below,0.16154118228674716,R0,0.0,0.0
1e+19,32768,power,0.2,above,0.202809285345554,R2,1.0,0.0
1e+19,32768,power,0.2,middle,0.18198709201005756,R1,0.47312542000563756,0.0
1e+19,32768,power,0.2,on_tie,0.1631729114007547,R0,0.0,0.0
1e+19,32768,power,0.2,full_tie,0.2008012726193604,R2,1.0,1.1102230246251565e-16
1e+19,32768,logarithmic,0.2,below,0.10919749918701,R0,0.0,0.0
1e+19,32768,logarithmic,0.2,above,0.11140350927159606,R2,1.0,0.0
1e+19,32768,logarithmic,0.2,middle,0.11030050422930303,R0,0.0,0.0
1e+19,32768,logarithmic,0.2,on_tie,0.11030050422930303,R0,0.0,0.0
1e+19,32768,logarithmic,0.2,full_tie,0.11030050422930303,R0,0.0,0.0
1e+19,131072,exponential,0.2,below,0.04762503221730091,R0,0.0,0.0
1e+19,131072,exponential,0.2,above,0.08440118759480868,R2,1.0,0.0
1e+19,131072,exponential,0.2,middle,0.0658358127104383,R1,0.5551497731088089,0.0
1e+19,131072,exponential,0.2,on_tie,0.048106093148788796,R0,0.0,0.0
1e+19,131072,exponential,0.2,full_tie,0.0835655322720878,R2,1.0,0.0
1e+19,131072,power,0.2,below,0.09633937637665299,R0,0.0,0.0
1e+19,131072,power,0.2,above,0.13566452050002864,R2,1.0,0.0
1e+19,131072,power,0.2,middle,0.11581690440816475,R1,0.4882952251071709,0.0
1e+19,131072,power,0.2,on_tie,0.09731250139055858,R0,0.0,0.0
1e+19,131072,power,0.2,full_tie,0.13432130742577092,R2,1.0,1.1102230246251565e-16
1e+19,131072,logarithmic,0.2,below,0.06787974445562422,R0,0.0,0.0
1e+19,131072,logarithmic,0.2,above,0.06925105242442472,R2,1.0,0.0
1e+19,131072,logarithmic,0.2,middle,0.06856539844002447,R0,0.0,0.0
1e+19,131072,logarithmic,0.2,on_tie,0.06856539844002447,R0,0.0,0.0
1e+19,131072,logarithmic,0.2,full_tie,0.06856539844002447,R0,0.0,0.0
1e+22,2048,exponential,0.2,below,0.0051032740856830116,R0,0.0,0.0
1e+22,2048,exponential,0.2,above,0.010140959521900222,R2,1.0,0.0
1e+22,2048,exponential,0.2,middle,0.007597688145425074,R1,0.5799751414118806,0.0
1e+22,2048,exponential,0.2,on_tie,0.005154822308770719,R0,0.0,0.0
1e+22,2048,exponential,0.2,full_tie,0.010040553982079429,R2,1.0,0.0
1e+22,2048,power,0.2,below,0.010323273707208818,R0,0.0,0.0
1e+22,2048,power,0.2,above,0.017693078544347138,R2,1.0,0.0
1e+22,2048,power,0.2,middle,0.01397272437402969,R1,0.5368968712869068,0.0
1e+22,2048,power,0.2,on_tie,0.010427549199200827,R0,0.0,0.0
1e+22,2048,power,0.2,full_tie,0.017517899548858552,R2,1.0,0.0
1e+22,2048,logarithmic,0.2,below,0.00774356960598332,R0,0.0,0.0
1e+22,2048,logarithmic,0.2,above,0.007900005355599144,R2,1.0,0.0
1e+22,2048,logarithmic,0.2,middle,0.007821787480791232,R0,0.0,0.0
1e+22,2048,logarithmic,0.2,on_tie,0.007821787480791232,R0,0.0,0.0
1e+22,2048,logarithmic,0.2,full_tie,0.007821787480791232,R0,0.0,0.0
1e+22,4096,exponential,0.2,below,0.0049328014634804915,R0,0.0,0.0
1e+22,4096,exponential,0.2,above,0.009807206812567689,R2,1.0,0.0
1e+22,4096,exponential,0.2,middle,0.007346366747953449,R1,0.5800957693614248,0.0
1e+22,4096,exponential,0.2,on_tie,0.004982627740889385,R0,0.0,0.0
1e+22,4096,exponential,0.2,full_tie,0.009710105755017514,R2,1.0,1.1102230246251565e-16
1e+22,4096,power,0.2,below,0.009978429297711129,R0,0.0,0.0
1e+22,4096,power,0.2,above,0.0171181827611524,R2,1.0,0.0
1e+22,4096,power,0.2,middle,0.013513958657980355,R1,0.5371620141607116,0.0
1e+22,4096,power,0.2,on_tie,0.010079221512839524,R0,0.0,0.0
1e+22,4096,power,0.2,full_tie,0.016948695803121187,R2,1.0,1.1102230246251565e-16
1e+22,4096,logarithmic,0.2,below,0.007486947417851971,R0,0.0,0.0
1e+22,4096,logarithmic,0.2,above,0.00763819888083888,R2,1.0,0.0
1e+22,4096,logarithmic,0.2,middle,0.007562573149345425,R0,0.0,0.0
1e+22,4096,logarithmic,0.2,on_tie,0.007562573149345425,R0,0.0,0.0
1e+22,4096,logarithmic,0.2,full_tie,0.007562573149345425,R0,0.0,0.0
1e+22,8192,exponential,0.2,below,0.004635226975205412,R0,0.0,0.0
1e+22,8192,exponential,0.2,above,0.00922380098004014,R2,1.0,0.0
1e+22,8192,exponential,0.2,middle,0.006907261833781981,R1,0.5803067223481925,0.0
1e+22,8192,exponential,0.2,on_tie,0.004682047449702437,R0,0.0,0.0
1e+22,8192,exponential,0.2,full_tie,0.009132476217861524,R2,1.0,0.0
1e+22,8192,power,0.2,below,0.009376473996238213,R0,0.0,0.0
1e+22,8192,power,0.2,above,0.0161120782856925,R2,1.0,0.0
1e+22,8192,power,0.2,middle,0.012711869306448728,R1,0.5376273533109591,0.0
1e+22,8192,power,0.2,on_tie,0.009471185854786074,R0,0.0,0.0
1e+22,8192,power,0.2,full_tie,0.015952552758111384,R2,1.0,0.0
1e+22,8192,logarithmic,0.2,below,0.007038657036016287,R0,0.0,0.0
1e+22,8192,logarithmic,0.2,above,0.00718085212765298,R2,1.0,0.0
1e+22,8192,logarithmic,0.2,middle,0.007109754581834634,R0,0.0,0.0
1e+22,8192,logarithmic,0.2,on_tie,0.007109754581834634,R0,0.0,0.0
1e+22,8192,logarithmic,0.2,full_tie,0.007109754581834634,R0,0.0,0.0
1e+22,32768,exponential,0.2,below,0.003529632913826086,R0,0.0,0.0
1e+22,32768,exponential,0.2,above,0.007047137224265896,R2,1.0,0.0
1e+22,32768,exponential,0.2,middle,0.005271324679961788,R1,0.5810957061041161,0.0
1e+22,32768,exponential,0.2,on_tie,0.003565285771541501,R0,0.0,0.0
1e+22,32768,exponential,0.2,full_tie,0.006977363588382075,R2,1.0,0.0
1e+22,32768,power,0.2,below,0.007139997978478747,R0,0.0,0.0
1e+22,32768,power,0.2,above,0.012345009787347323,R2,1.0,0.0
1e+22,32768,power,0.2,middle,0.009717450568925586,R1,0.5393732592583055,0.0
1e+22,32768,power,0.2,on_tie,0.007212119170180553,R0,0.0,0.0
1e+22,32768,power,0.2,full_tie,0.012222781967670618,R2,1.0,1.1102230246251565e-16
1e+22,32768,logarithmic,0.2,below,0.005369356905313339,R0,0.0,0.0
1e+22,32768,logarithmic,0.2,above,0.005477828761986336,R2,1.0,0.0
1e+22,32768,logarithmic,0.2,middle,0.005423592833649837,R0,0.0,0.0
1e+22,32768,logarithmic,0.2,on_tie,0.005423592833649837,R0,0.0,0.0
1e+22,32768,logarithmic,0.2,full_tie,0.005423592833649837,R0,0.0,0.0
1e+22,131072,exponential,0.2,below,0.002104990374237287,R0,0.0,0.0
1e+22,131072,exponential,0.2,above,0.004220924069901659,R2,1.0,0.0
1e+22,131072,exponential,0.2,middle,0.0031526928228734386,R1,0.5821241268253513,0.0
1e+22,131072,exponential,0.2,on_tie,0.002126252903269987,R0,0.0,0.0
1e+22,131072,exponential,0.2,full_tie,0.00417913274247689,R2,1.0,0.0
1e+22,131072,power,0.2,below,0.004258127511758578,R0,0.0,0.0
1e+22,131072,power,0.2,above,0.00742185797564903,R2,1.0,0.0
1e+22,131072,power,0.2,middle,0.005824756567041056,R1,0.541666315992893,0.0
1e+22,131072,power,0.2,on_tie,0.004301138900766241,R0,0.0,0.0
1e+22,131072,power,0.2,full_tie,0.007348374233315871,R2,1.0,1.1102230246251565e-16
1e+22,131072,logarithmic,0.2,below,0.0032095624337952163,R0,0.0,0.0
1e+22,131072,logarithmic,0.2,above,0.0032744020789223925,R2,1.0,0.0
1e+22,131072,logarithmic,0.2,middle,0.0032419822563588044,R0,0.0,0.0
1e+22,131072,logarithmic,0.2,on_tie,0.0032419822563588044,R0,0.0,0.0
1e+22,131072,logarithmic,0.2,full_tie,0.0032419822563588044,R0,0.0,0.0
1e+24,2048,exponential,0.2,below,0.0006379580400557365,R0,0.0,0.0
1e+24,2048,exponential,0.2,above,0.0012849769335269057,R2,1.0,0.0
1e+24,2048,exponential,0.2,middle,0.0009583282251464798,R1,0.5831972782729347,0.0
1e+24,2048,exponential,0.2,on_tie,0.0006444020606623601,R0,0.0,0.0
1e+24,2048,exponential,0.2,full_tie,0.0012722543896305997,R2,1.0,0.0
1e+24,2048,power,0.2,below,0.0012905078878059954,R0,0.0,0.0
1e+24,2048,power,0.2,above,0.002268374337224579,R2,1.0,0.0
1e+24,2048,power,0.2,middle,0.0017747292531935135,R1,0.5440792852842579,0.0
1e+24,2048,power,0.2,on_tie,0.001303543321016157,R0,0.0,0.0
1e+24,2048,power,0.2,full_tie,0.0022459151853708704,R2,1.0,0.0
1e+24,2048,logarithmic,0.2,below,0.0009750513200456019,R0,0.0,0.0
1e+24,2048,logarithmic,0.2,above,0.0009947493265111697,R2,1.0,0.0
1e+24,2048,logarithmic,0.2,middle,0.0009849003232783858,R0,0.0,0.0
1e+24,2048,logarithmic,0.2,on_tie,0.0009849003232783858,R0,0.0,0.0
1e+24,2048,logarithmic,0.2,full_tie,0.0009849003232783858,R0,0.0,0.0
1e+24,4096,exponential,0.2,below,0.0006166473328278823,R0,0.0,0.0
1e+24,4096,exponential,0.2,above,0.0012421340267145,R2,1.0,0.0
1e+24,4096,exponential,0.2,middle,0.000926355881889947,R1,0.5832127696683731,0.0
1e+24,4096,exponential,0.2,on_tie,0.0006228760937655377,R0,0.0,0.0
1e+24,4096,exponential,0.2,full_tie,0.0012298356700143564,R2,1.0,0.0
1e+24,4096,power,0.2,below,0.0012473990404437657,R0,0.0,0.0
1e+24,4096,power,0.2,above,0.002192870871497401,R2,1.0,0.0
1e+24,4096,power,0.2,middle,0.0017155791547307881,R1,0.5441150161318805,0.0
1e+24,4096,power,0.2,on_tie,0.0012599990307512784,R0,0.0,0.0
1e+24,4096,power,0.2,full_tie,0.002171159278710298,R2,1.0,2.220446049250313e-16
1e+24,4096,logarithmic,0.2,below,0.0009425130469303482,R0,0.0,0.0
1e+24,4096,logarithmic,0.2,above,0.0009615537145451029,R2,1.0,0.0
1e+24,4096,logarithmic,0.2,middle,0.0009520333807377256,R0,0.0,0.0
1e+24,4096,logarithmic,0.2,on_tie,0.0009520333807377256,R0,0.0,0.0
1e+24,4096,logarithmic,0.2,full_tie,0.0009520333807377256,R0,0.0,0.0
1e+24,8192,exponential,0.2,below,0.000579447677445244,R0,0.0,0.0
1e+24,8192,exponential,0.2,above,0.0011673346702836273,R2,1.0,0.0
1e+24,8192,exponential,0.2,middle,0.0008705387927795217,R1,0.5832407196774448,0.0
1e+24,8192,exponential,0.2,on_tie,0.0005853006842881253,R0,0.0,0.0
1e+24,8192,exponential,0.2,full_tie,0.0011557769012709182,R2,1.0,0.0
1e+24,8192,power,0.2,below,0.0011721488740052874,R0,0.0,0.0
1e+24,8192,power,0.2,above,0.0020610285371844015,R2,1.0,0.0
1e+24,8192,power,0.2,middle,0.0016123055378327322,R1,0.5441765299155744,0.0
1e+24,8192,power,0.2,on_tie,0.0011839887616215024,R0,0.0,0.0
1e+24,8192,power,0.2,full_tie,0.002040622314043962,R2,1.0,0.0
1e+24,8192,logarithmic,0.2,below,0.0008857092814310878,R0,0.0,0.0
1e+24,8192,logarithmic,0.2,above,0.0009036023982276755,R2,1.0,0.0
1e+24,8192,logarithmic,0.2,middle,0.0008946558398293817,R0,0.0,0.0
1e+24,8192,logarithmic,0.2,on_tie,0.0008946558398293817,R0,0.0,0.0
1e+24,8192,logarithmic,0.2,full_tie,0.0008946558398293817,R0,0.0,0.0
1e+24,32768,exponential,0.2,below,0.0004412378520169837,R0,0.0,0.0
1e+24,32768,exponential,0.2,above,0.0008892791939916399,R2,1.0,0.0
1e+24,32768,exponential,0.2,middle,0.0006630846247569142,R1,0.5833426473175639,0.0
1e+24,32768,exponential,0.2,on_tie,0.00044569480001715523,R0,0.0,0.0
1e+24,32768,exponential,0.2,full_tie,0.0008804744494966732,R2,1.0,0.0
1e+24,32768,power,0.2,below,0.0008925679945608072,R0,0.0,0.0
1e+24,32768,power,0.2,above,0.0015706902254735585,R2,1.0,0.0
1e+24,32768,power,0.2,middle,0.0012283613349961188,R1,0.5444071256293463,0.0
1e+24,32768,power,0.2,on_tie,0.0009015838328897043,R0,0.0,0.0
1e+24,32768,power,0.2,full_tie,0.001555138837102533,R2,1.0,0.0
1e+24,32768,logarithmic,0.2,below,0.0006746026824215806,R0,0.0,0.0
1e+24,32768,logarithmic,0.2,above,0.0006882310194401983,R2,1.0,0.0
1e+24,32768,logarithmic,0.2,middle,0.0006814168509308895,R0,0.0,0.0
1e+24,32768,logarithmic,0.2,on_tie,0.0006814168509308895,R0,0.0,0.0
1e+24,32768,logarithmic,0.2,full_tie,0.0006814168509308895,R0,0.0,0.0
1e+24,131072,exponential,0.2,below,0.0002631439172064144,R0,0.0,0.0
1e+24,131072,exponential,0.2,above,0.0005306354864770566,R2,1.0,0.0
1e+24,131072,exponential,0.2,middle,0.00039559180317569987,R1,0.5834741287183396,0.0
1e+24,131072,exponential,0.2,on_tie,0.0002658019365721358,R0,0.0,0.0
1e+24,131072,exponential,0.2,full_tie,0.000525381669779264,R2,1.0,0.0
1e+24,131072,power,0.2,below,0.0005323066400313361,R0,0.0,0.0
1e+24,131072,power,0.2,above,0.0009376922030291898,R2,1.0,0.0
1e+24,131072,power,0.2,middle,0.0007330457982951031,R1,0.5447048576370038,0.0
1e+24,131072,power,0.2,on_tie,0.0005376834747791273,R0,0.0,0.0
1e+24,131072,power,0.2,full_tie,0.0009284081218110789,R2,1.0,2.220446049250313e-16
1e+24,131072,logarithmic,0.2,below,0.0004024347168237346,R0,0.0,0.0
1e+24,131072,logarithmic,0.2,above,0.000410564711103002,R2,1.0,0.0
1e+24,131072,logarithmic,0.2,middle,0.0004064997139633683,R0,0.0,0.0
1e+24,131072,logarithmic,0.2,on_tie,0.0004064997139633683,R0,0.0,0.0
1e+24,131072,logarithmic,0.2,full_tie,0.0004064997139633683,R0,0.0,0.0
1e+19,2048,exponential,0.1,below,0.1154606670505244,R0,0.0,0.0
1e+19,2048,exponential,0.1,above,0.19302893367928914,R2,1.0,0.0
1e+19,2048,exponential,0.1,middle,0.15387234626638957,R1,0.5397459349320898,0.0
1e+19,2048,exponential,0.1,on_tie,0.1166269364146711,R0,0.0,0.0
1e+19,2048,exponential,0.1,full_tie,0.19111775611810805,R2,1.0,1.1102230246251565e-16
1e+19,2048,power,0.1,below,0.2335622285550717,R0,0.0,0.0
1e+19,2048,power,0.1,above,0.269183471078517,R2,1.0,0.0
