C,L_ctx,cost,keep,u_max,lambda_on,lambda_full,onset_competitor_t,full_competitor_t,local_lambda_on,local_lambda_full,sQ_on,sQ_full,grid
1.4677992676220737e+21,2048,logarithmic,0.5,0.1115116258349447,0.020048596458529976,0.020048596458529976,1.0,0.0,0.021342594124976386,0.018851160903249474,19.784893599050402,19.784893599050402,129
1.7782794100389228e+21,2048,logarithmic,0.5,0.1115116258349447,0.018403322029292433,0.018403322029292433,1.0,0.0,0.019571307459656132,0.017321311547846517,21.5536818358639,21.5536818358639,129
2.154434690031878e+21,2048,logarithmic,0.5,0.1115116258349447,0.016891689050386103,0.016891689050386103,1.0,0.0,0.017947025250887472,0.015913073250551805,23.48251536948862,23.48251536948862,129
2.610157215682544e+21,2048,logarithmic,0.5,0.1115116258349447,0.01550305553194055,0.01550305553194055,1.0,0.0,0.01645754715263405,0.014617169880244205,25.5858818879341,25.5858818879341,129
3.1622776601683794e+21,2048,logarithmic,0.5,0.1115116258349447,0.014227594059413075,0.014227594059413075,1.0,0.0,0.01509168536260803,0.013424972986183954,27.879580067149988,27.879580067149988,129
3.8311868495572773e+21,2048,logarithmic,0.5,0.1115116258349447,0.013056234482078344,0.013056234482078344,1.0,0.0,0.013839180588190158,0.012328465796162978,30.380838233779368,30.380838233779368,129
4.641588833612792e+21,2048,logarithmic,0.5,0.1115116258349447,0.011980609856947958,0.011980609856947958,1.0,0.0,0.012690624986594665,0.011320207738858841,33.10844376693213,33.10844376693213,129
5.623413251903491e+21,2048,logarithmic,0.5,0.1115116258349447,0.010993005587451317,0.010993005587451317,1.0,0.0,0.011637391500463357,0.010393299763422653,36.08288421094837,36.08288421094837,129
6.812920690579594e+21,2048,logarithmic,0.5,0.1115116258349447,0.010086311674123515,0.010086311674123515,1.0,0.0,0.010671569058112774,0.009541350671641623,39.32650115898619,39.32650115898619,129
8.254041852680206e+21,2048,logarithmic,0.5,0.1115116258349447,0.009253977977281098,0.009253977977281098,1.0,0.0,0.009785903151710205,0.008758444627706611,42.86365806317343,42.86365806317343,129
1e+22,2048,logarithmic,0.5,0.1115116258349447,0.008489972378630995,0.008489972378630995,1.0,0.0,0.008973741347046791,0.008039109967189473,46.72092323182275,46.72092323182275,129
1.2115276586285852e+22,2048,logarithmic,0.5,0.1115116258349447,0.00778874171948669,0.00778874171948669,1.0,0.0,0.00822898331562009,0.007378289389766326,50.92726938805923,50.92726938805923,129
1.4677992676220736e+22,2048,logarithmic,0.5,0.1115116258349447,0.0071451753869696275,0.0071451753869696275,1.0,0.0,0.007546035013705682,0.006771311588909686,55.51429128887252,55.51429128887252,129
1.7782794100389228e+22,2048,logarithmic,0.5,0.1115116258349447,0.006554571416006379,0.006554571416006379,1.0,0.0,0.006919766664246966,0.006213864345634478,60.51644303907731,60.51644303907731,129
2.154434690031878e+22,2048,logarithmic,0.5,0.1115116258349447,0.006012604973474667,0.006012604973474667,1.0,0.0,0.006345474225955027,0.005701969091825749,65.9712968825035,65.9712968825035,129
2.610157215682544e+22,2048,logarithmic,0.5,0.1115116258349447,0.005515299091098171,0.005515299091098171,1.0,0.0,0.005818844060205194,0.0052319569311547204,71.91982541482334,71.91982541482334,129
3.1622776601683792e+22,2048,logarithmic,0.5,0.1115116258349447,0.005058997515613603,0.005058997515613603,1.0,0.0,0.005335920530335061,0.004800446091570342,78.40670933680103,78.40670933680103,129
3.8311868495572775e+22,2048,logarithmic,0.5,0.1115116258349447,0.004640339547419677,0.004640339547419677,1.0,0.0,0.004893076289974871,0.00440432077236034,85.48067306041905,85.48067306041905,129
4.641588833612792e+22,2048,logarithmic,0.5,0.1115116258349447,0.004256236742838333,0.004256236742838333,1.0,0.0,0.004486985037239821,0.00404071134037286,93.19485068816832,93.19485068816832,129
5.623413251903491e+22,2048,logarithmic,0.5,0.1115116258349447,0.003903851359472388,0.003903851359472388,1.0,0.0,0.004114596530134527,0.0037069758237737805,101.60718511473334,101.60718511473334,129
6.812920690579594e+22,2048,logarithmic,0.5,0.1115116258349447,0.003580576429091948,0.003580576429091948,1.0,0.0,0.003773113675504826,0.003400682647347351,110.7808632485773,110.7808632485773,129
8.254041852680206e+22,2048,logarithmic,0.5,0.1115116258349447,0.0032840173476999684,0.0032840173476999684,1.0,0.0,0.0034599715194471256,0.003119594550510534,120.78479062241348,120.78479062241348,129
1e+23,2048,logarithmic,0.5,0.1115116258349447,0.0030119748778503976,0.0030119748778503976,1.0,0.0,0.0031728179813675025,0.002861653627640521,131.6941089579752,131.6941089579752,129
1.211527658628585e+23,2048,logarithmic,0.5,0.1115116258349447,0.002762429463867798,0.002762429463867798,1.0,0.0,0.0029094961869794676,0.002624967429769804,143.59076057165066,143.59076057165066,129
1.4677992676220616e+23,2048,logarithmic,0.5,0.1115116258349447,0.0025335267660902038,0.0025335267660902038,1.0,0.0,0.0026680282675401036,0.0024077960670056933,156.5641038616095,156.5641038616095,129
1.7782794100389228e+23,2048,logarithmic,0.5,0.1115116258349447,0.0023235643258045237,0.0023235643258045237,1.0,0.0,0.002446600503636704,0.0022085402519413547,170.71158449851515,170.71158449851515,129
2.1544346900318777e+23,2048,logarithmic,0.5,0.1115116258349447,0.0021309792778782984,0.0021309792778782984,1.0,0.0,0.002243549701935611,0.002025730225831944,186.1394673613376,186.1394673613376,129
2.6101572156825224e+23,2048,logarithmic,0.5,0.1115116258349447,0.001954337033318562,0.001954337033318562,1.0,0.0,0.002057350702566034,0.0018580155111072208,202.96363471594606,202.96363471594606,129
3.162277660168379e+23,2048,logarithmic,0.5,0.1115116258349447,0.001792320859006467,0.001792320859006467,1.0,0.0,0.0018866049233039904,0.0017041554359486111,221.31045663453003,221.31045663453003,129
3.8311868495572774e+23,2048,logarithmic,0.5,0.1115116258349447,0.001643722286792554,0.001643722286792554,1.0,0.0,0.0017300298545092781,0.001563010378980713,241.31774018610403,241.31774018610403,129
4.6415888336127536e+23,2048,logarithmic,0.5,0.1115116258349447,0.0015074322885680362,0.0015074322885680362,1.0,0.0,0.0015864494259093637,0.001433533684587996,263.1357645384624,263.1357645384624,129
5.623413251903491e+23,2048,logarithmic,0.5,0.1115116258349447,0.0013824331585092621,0.0013824331585092621,1.0,0.0,0.001454785172873235,0.0013147642019013094,286.9284097395706,286.9284097395706,129
6.812920690579594e+23,2048,logarithmic,0.5,0.1115116258349447,0.001267791047768568,0.001267791047768568,1.0,0.0,0.001334048135822976,0.0012058194030580274,312.87438765281723,312.87438765281723,129
8.254041852680139e+23,2048,logarithmic,0.5,0.1115116258349447,0.0011626491007377367,0.0011626491007377367,1.0,0.0,0.001223331431937703,0.0011058890388890876,341.16858430511985,341.16858430511985,129
1e+24,2048,logarithmic,0.5,0.1115116258349447,0.0010662211458473776,0.0010662211458473776,1.0,0.0,0.0011218034433544146,0.0010142292926969185,372.0235237194343,372.0235237194343,129
