delta_u,s_Q,parameter_multiplier,critical_delta_u,N_B,D_B
0.003,2.0,1.004743803775842,2.329418341608115,7.0,140.0
0.004,2.0,1.0063311412224523,2.329418341608115,7.0,140.0
0.005,2.0,1.0079215250295552,2.329418341608115,7.0,140.0
0.006,2.0,1.009514962185123,2.329418341608115,7.0,140.0
0.007,2.0,1.0111114596959208,2.329418341608115,7.0,140.0
0.008,2.0,1.012711024587572,2.329418341608115,7.0,140.0
0.009000000000000001,2.0,1.0143136639046129,2.329418341608115,7.0,140.0
0.01,2.0,1.0159193847105514,2.329418341608115,7.0,140.0
0.011,2.0,1.0175281940879268,2.329418341608115,7.0,140.0
0.012,2.0,1.0191400991383694,2.329418341608115,7.0,140.0
0.013000000000000001,2.0,1.0207551069826564,2.329418341608115,7.0,140.0
0.014,2.0,1.0223732247607764,2.329418341608115,7.0,140.0
0.015,2.0,1.0239944596319865,2.329418341608115,7.0,140.0
0.016,2.0,1.0256188187748687,2.329418341608115,7.0,140.0
0.017,2.0,1.0272463093873991,2.329418341608115,7.0,140.0
0.018000000000000002,2.0,1.028876938686998,2.329418341608115,7.0,140.0
0.019,2.0,1.030510713910597,2.329418341608115,7.0,140.0
0.02,2.0,1.0321476423146991,2.329418341608115,7.0,140.0
0.021,2.0,1.0337877311754358,2.329418341608115,7.0,140.0
0.022,2.0,1.035430987788632,2.329418341608115,7.0,140.0
0.023,2.0,1.0370774194698675,2.329418341608115,7.0,140.0
0.024,2.0,1.038727033554536,2.329418341608115,7.0,140.0
0.025,2.0,1.0403798373979092,2.329418341608115,7.0,140.0
0.026000000000000002,2.0,1.042035838375196,2.329418341608115,7.0,140.0
0.027,2.0,1.0436950438816104,2.329418341608115,7.0,140.0
0.028,2.0,1.0453574613324261,2.329418341608115,7.0,140.0
0.029,2.0,1.047023098163048,2.329418341608115,7.0,140.0
0.03,2.0,1.0486919618290658,2.329418341608115,7.0,140.0
0.031,2.0,1.0503640598063249,2.329418341608115,7.0,140.0
0.032,2.0,1.0520393995909876,2.329418341608115,7.0,140.0
0.033,2.0,1.0537179886995929,2.329418341608115,7.0,140.0
0.034,2.0,1.0553998346691258,2.329418341608115,7.0,140.0
0.035,2.0,1.0570849450570778,2.329418341608115,7.0,140.0
0.036000000000000004,2.0,1.058773327441512,2.329418341608115,7.0,140.0
0.037,2.0,1.0604649894211304,2.329418341608115,7.0,140.0
0.038,2.0,1.0621599386153329,2.329418341608115,7.0,140.0
0.039,2.0,1.0638581826642868,2.329418341608115,7.0,140.0
0.04,2.0,1.0655597292289907,2.329418341608115,7.0,140.0
0.041,2.0,1.0672645859913414,2.329418341608115,7.0,140.0
0.042,2.0,1.0689727606541946,2.329418341608115,7.0,140.0
0.043000000000000003,2.0,1.0706842609414386,2.329418341608115,7.0,140.0
0.044,2.0,1.0723990945980535,2.329418341608115,7.0,140.0
0.045,2.0,1.0741172693901804,2.329418341608115,7.0,140.0
0.046,2.0,1.0758387931051885,2.329418341608115,7.0,140.0
0.047,2.0,1.0775636735517415,2.329418341608115,7.0,140.0
0.048,2.0,1.0792919185598642,2.329418341608115,7.0,140.0
0.049,2.0,1.081023535981011,2.329418341608115,7.0,140.0
0.05,2.0,1.0827585336881294,2.329418341608115,7.0,140.0
0.051000000000000004,2.0,1.0844969195757352,2.329418341608115,7.0,140.0
0.052000000000000005,2.0,1.086238701559974,2.329418341608115,7.0,140.0
0.053,2.0,1.087983887578692,2.329418341608115,7.0,140.0
0.054,2.0,1.0897324855915054,2.329418341608115,7.0,140.0
0.055,2.0,1.091484503579867,2.329418341608115,7.0,140.0
0.056,2.0,1.093239949547138,2.329418341608115,7.0,140.0
0.057,2.0,1.0949988315186543,2.329418341608115,7.0,140.0
0.058,2.0,1.096761157541797,2.329418341608115,7.0,140.0
0.059000000000000004,2.0,1.0985269356860643,2.329418341608115,7.0,140.0
0.06,2.0,1.1002961740431387,2.329418341608115,7.0,140.0
0.061,2.0,1.1020688807269587,2.329418341608115,7.0,140.0
0.062,2.0,1.1038450638737904,2.329418341608115,7.0,140.0
0.063,2.0,1.1056247316422938,2.329418341608115,7.0,140.0
0.064,2.0,1.1074078922136013,2.329418341608115,7.0,140.0
0.065,2.0,1.1091945537913788,2.329418341608115,7.0,140.0
0.066,2.0,1.1109847246019098,2.329418341608115,7.0,140.0
0.067,2.0,1.1127784128941562,2.329418341608115,7.0,140.0
0.068,2.0,1.114575626939837,2.329418341608115,7.0,140.0
0.069,2.0,1.116376375033496,2.329418341608115,7.0,140.0
0.07,2.0,1.1181806654925783,2.329418341608115,7.0,140.0
0.07100000000000001,2.0,1.1199885066575013,2.329418341608115,7.0,140.0
0.07200000000000001,2.0,1.1217999068917293,2.329418341608115,7.0,140.0
0.073,2.0,1.123614874581844,2.329418341608115,7.0,140.0
0.074,2.0,1.1254334181376207,2.329418341608115,7.0,140.0
0.075,2.0,1.1272555459921003,2.329418341608115,7.0,140.0
0.076,2.0,1.1290812666016672,2.329418341608115,7.0,140.0
0.077,2.0,1.1309105884461172,2.329418341608115,7.0,140.0
0.078,2.0,1.1327435200287408,2.329418341608115,7.0,140.0
0.079,2.0,1.13458006987639,2.329418341608115,7.0,140.0
0.08,2.0,1.1364202465395563,2.329418341608115,7.0,140.0
0.081,2.0,1.138264058592452,2.329418341608115,7.0,140.0
0.082,2.0,1.1401115146330751,2.329418341608115,7.0,140.0
0.083,2.0,1.1419626232832951,2.329418341608115,7.0,140.0
0.084,2.0,1.143817393188924,2.329418341608115,7.0,140.0
0.085,2.0,1.1456758330197947,2.329418341608115,7.0,140.0
0.08600000000000001,2.0,1.1475379514698398,2.329418341608115,7.0,140.0
0.08700000000000001,2.0,1.149403757257162,2.329418341608115,7.0,140.0
0.088,2.0,1.1512732591241215,2.329418341608115,7.0,140.0
0.089,2.0,1.1531464658374044,2.329418341608115,7.0,140.0
0.09,2.0,1.155023386188106,2.329418341608115,7.0,140.0
0.091,2.0,1.1569040289918104,2.329418341608115,7.0,140.0
0.092,2.0,1.158788403088664,2.329418341608115,7.0,140.0
0.093,2.0,1.160676517343457,2.329418341608115,7.0,140.0
0.094,2.0,1.162568380645704,2.329418341608115,7.0,140.0
0.095,2.0,1.1644640019097219,2.329418341608115,7.0,140.0
0.096,2.0,1.1663633900747095,2.329418341608115,7.0,140.0
0.097,2.0,1.1682665541048263,2.329418341608115,7.0,140.0
0.098,2.0,1.170173502989279,2.329418341608115,7.0,140.0
0.099,2.0,1.172084245742393,2.329418341608115,7.0,140.0
0.1,2.0,1.1739987914037,2.329418341608115,7.0,140.0
0.101,2.0,1.1759171490380165,2.329418341608115,7.0,140.0
0.10200000000000001,2.0,1.1778393277355261,2.329418341608115,7.0,140.0
0.10300000000000001,2.0,1.1797653366118621,2.329418341608115,7.0,140.0
0.10400000000000001,2.0,1.1816951848081885,2.329418341608115,7.0,140.0
0.105,2.0,1.1836288814912812,2.329418341608115,7.0,140.0
0.106,2.0,1.1855664358536133,2.329418341608115,7.0,140.0
0.107,2.0,1.1875078571134374,2.329418341608115,7.0,140.0
0.108,2.0,1.1894531545148672,2.329418341608115,7.0,140.0
0.109,2.0,1.1914023373279639,2.329418341608115,7.0,140.0
0.11,2.0,1.1933554148488168,2.329418341608115,7.0,140.0
0.111,2.0,1.195312396399632,2.329418341608115,7.0,140.0
0.112,2.0,1.1972732913288135,2.329418341608115,7.0,140.0
0.113,2.0,1.1992381090110478,2.329418341608115,7.0,140.0
0.114,2.0,1.20120685884739,2.329418341608115,7.0,140.0
0.115,2.0,1.2031795502653517,2.329418341608115,7.0,140.0
0.116,2.0,1.2051561927189844,2.329418341608115,7.0,140.0
0.117,2.0,1.2071367956889638,2.329418341608115,7.0,140.0
0.11800000000000001,2.0,1.2091213686826794,2.329418341608115,7.0,140.0
0.11900000000000001,2.0,1.2111099212343217,2.329418341608115,7.0,140.0
0.12,2.0,1.2131024629049665,2.329418341608115,7.0,140.0
0.121,2.0,1.2150990032826627,2.329418341608115,7.0,140.0
0.122,2.0,1.2170995519825223,2.329418341608115,7.0,140.0
0.123,2.0,1.219104118646807,2.329418341608115,7.0,140.0
0.124,2.0,1.2211127129450154,2.329418341608115,7.0,140.0
0.125,2.0,1.2231253445739745,2.329418341608115,7.0,140.0
0.126,2.0,1.2251420232579264,2.329418341608115,7.0,140.0
0.127,2.0,1.2271627587486196,2.329418341608115,7.0,140.0
0.128,2.0,1.2291875608253944,2.329418341608115,7.0,140.0
0.129,2.0,1.23121643929528,2.329418341608115,7.0,140.0
0.13,2.0,1.2332494039930788,2.329418341608115,7.0,140.0
0.131,2.0,1.2352864647814583,2.329418341608115,7.0,140.0
0.132,2.0,1.2373276315510442,2.329418341608115,7.0,140.0
0.133,2.0,1.2393729142205123,2.329418341608115,7.0,140.0
0.134,2.0,1.241422322736676,2.329418341608115,7.0,140.0
0.135,2.0,1.2434758670745811,2.329418341608115,7.0,140.0
0.136,2.0,1.2455335572375976,2.329418341608115,7.0,140.0
0.137,2.0,1.2475954032575145,2.329418341608115,7.0,140.0
0.138,2.0,1.2496614151946301,2.329418341608115,7.0,140.0
0.139,2.0,1.251731603137847,2.329418341608115,7.0,140.0
0.14,2.0,1.2538059772047623,2.329418341608115,7.0,140.0
0.14100000000000001,2.0,1.2558845475417695,2.329418341608115,7.0,140.0
0.14200000000000002,2.0,1.2579673243241458,2.329418341608115,7.0,140.0
0.14300000000000002,2.0,1.2600543177561476,2.329418341608115,7.0,140.0
0.14400000000000002,2.0,1.2621455380711089,2.329418341608115,7.0,140.0
0.145,2.0,1.2642409955315375,2.329418341608115,7.0,140.0
0.146,2.0,1.2663407004292033,2.329418341608115,7.0,140.0
0.147,2.0,1.2684446630852464,2.329418341608115,7.0,140.0
0.148,2.0,1.2705528938502622,2.329418341608115,7.0,140.0
0.149,2.0,1.2726654031044038,2.329418341608115,7.0,140.0
0.15,2.0,1.2747822012574814,2.329418341608115,7.0,140.0
0.151,2.0,1.2769032987490567,2.329418341608115,7.0,140.0
0.152,2.0,1.2790287060485386,2.329418341608115,7.0,140.0
0.153,2.0,1.2811584336552897,2.329418341608115,7.0,140.0
0.154,2.0,1.2832924920987152,2.329418341608115,7.0,140.0
0.155,2.0,1.2854308919383703,2.329418341608115,7.0,140.0
0.156,2.0,1.2875736437640557,2.329418341608115,7.0,140.0
0.157,2.0,1.2897207581959171,2.329418341608115,7.0,140.0
0.158,2.0,1.2918722458845477,2.329418341608115,7.0,140.0
0.159,2.0,1.2940281175110848,2.329418341608115,7.0,140.0
0.16,2.0,1.2961883837873198,2.329418341608115,7.0,140.0
0.161,2.0,1.2983530554557858,2.329418341608115,7.0,140.0
0.162,2.0,1.300522143289872,2.329418341608115,7.0,140.0
0.163,2.0,1.302695658093922,2.329418341608115,7.0,140.0
0.164,2.0,1.3048736107033307,2.329418341608115,7.0,140.0
0.165,2.0,1.3070560119846553,2.329418341608115,7.0,140.0
0.166,2.0,1.3092428728357133,2.329418341608115,7.0,140.0
0.167,2.0,1.3114342041856892,2.329418341608115,7.0,140.0
0.168,2.0,1.3136300169952386,2.329418341608115,7.0,140.0
0.169,2.0,1.3158303222565877,2.329418341608115,7.0,140.0
0.17,2.0,1.3180351309936464,2.329418341608115,7.0,140.0
0.171,2.0,1.320244454262108,2.329418341608115,7.0,140.0
0.17200000000000001,2.0,1.3224583031495525,2.329418341608115,7.0,140.0
0.17300000000000001,2.0,1.3246766887755608,2.329418341608115,7.0,140.0
0.17400000000000002,2.0,1.3268996222918146,2.329418341608115,7.0,140.0
0.17500000000000002,2.0,1.3291271148822068,2.329418341608115,7.0,140.0
0.176,2.0,1.3313591777629468,2.329418341608115,7.0,140.0
0.177,2.0,1.333595822182666,2.329418341608115,7.0,140.0
0.178,2.0,1.3358370594225337,2.329418341608115,7.0,140.0
0.179,2.0,1.3380829007963566,2.329418341608115,7.0,140.0
0.18,2.0,1.3403333576506933,2.329418341608115,7.0,140.0
0.181,2.0,1.3425884413649603,2.329418341608115,7.0,140.0
0.182,2.0,1.344848163351546,2.329418341608115,7.0,140.0
0.183,2.0,1.3471125350559177,2.329418341608115,7.0,140.0
0.184,2.0,1.3493815679567325,2.329418341608115,7.0,140.0
0.185,2.0,1.3516552735659455,2.329418341608115,7.0,140.0
0.186,2.0,1.3539336634289298,2.329418341608115,7.0,140.0
0.187,2.0,1.3562167491245787,2.329418341608115,7.0,140.0
0.188,2.0,1.3585045422654247,2.329418341608115,7.0,140.0
0.189,2.0,1.3607970544977481,2.329418341608115,7.0,140.0
0.19,2.0,1.3630942975016929,2.329418341608115,7.0,140.0
0.191,2.0,1.3653962829913768,2.329418341608115,7.0,140.0
0.192,2.0,1.3677030227150107,2.329418341608115,7.0,140.0
0.193,2.0,1.3700145284550067,2.329418341608115,7.0,140.0
0.194,2.0,1.3723308120280988,2.329418341608115,7.0,140.0
0.195,2.0,1.3746518852854543,2.329418341608115,7.0,140.0
0.196,2.0,1.376977760112792,2.329418341608115,7.0,140.0
0.197,2.0,1.379308448430494,2.329418341608115,7.0,140.0
0.198,2.0,1.3816439621937295,2.329418341608115,7.0,140.0
0.199,2.0,1.3839843133925651,2.329418341608115,7.0,140.0
0.2,2.0,1.3863295140520877,2.329418341608115,7.0,140.0
