directory,valid_files,invalid_files,chosen_file,status
DavidAU_DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm/results_2025-03-10T06-34-12.025015.json,usable
DavidAU_DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B/results_2025-03-10T05-06-15.045531.json,usable
DavidAU_DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B/results_2025-03-10T05-04-45.792108.json,usable
DavidAU_Gemma-The-Writer-9B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Gemma-The-Writer-9B/results_2025-01-14T03-35-46.382052.json,usable
DavidAU_Gemma-The-Writer-DEADLINE-10B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Gemma-The-Writer-DEADLINE-10B/results_2025-01-14T04-00-14.444095.json,usable
DavidAU_Gemma-The-Writer-J.GutenBerg-10B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Gemma-The-Writer-J.GutenBerg-10B/results_2025-01-14T03-56-59.713142.json,usable
DavidAU_Gemma-The-Writer-Mighty-Sword-9B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Gemma-The-Writer-Mighty-Sword-9B/results_2025-01-14T03-13-25.874400.json,usable
DavidAU_Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Gemma-The-Writer-N-Restless-Quill-10B-Uncensored/results_2025-01-14T03-26-20.349500.json,usable
DavidAU_L3-DARKEST-PLANET-16.5B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-DARKEST-PLANET-16.5B/results_2025-01-14T03-40-51.254747.json,usable
DavidAU_L3-Dark-Planet-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-Dark-Planet-8B/results_2024-09-14T01-22-26.219344.json,usable
DavidAU_L3-Jamet-12.2B-MK.V-Blackroot-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-Jamet-12.2B-MK.V-Blackroot-Instruct/results_2024-09-11T18-30-00.046087.json,usable
DavidAU_L3-Lumimaid-12.2B-v0.1-OAS-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-Lumimaid-12.2B-v0.1-OAS-Instruct/results_2024-09-14T01-49-45.517798.json,usable
DavidAU_L3-SMB-Instruct-12.2B-F32,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-SMB-Instruct-12.2B-F32/results_2024-09-14T01-44-45.928610.json,usable
DavidAU_L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-Stheno-Maid-Blackroot-Grand-HORROR-16B/results_2024-09-10T01-41-23.314602.json,usable
DavidAU_L3-Stheno-v3.2-12.2B-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3-Stheno-v3.2-12.2B-Instruct/results_2024-09-14T01-49-00.730479.json,usable
DavidAU_L3.1-Dark-Planet-SpinFire-Uncensored-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3.1-Dark-Planet-SpinFire-Uncensored-8B/results_2025-01-13T16-26-31.175383.json,usable
DavidAU_L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B/results_2025-03-10T03-23-45.418230.json,usable
DavidAU_Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B/results_2025-03-10T03-21-01.285602.json,usable
DavidAU_Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B/results_2025-03-10T04-01-27.449634.json,usable
DavidAU_Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavidAU_Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32/results_2025-03-10T04-10-10.425547.json,usable
Davidsv_SUONG-1,1,0,real_attachments/C_efficiency_evolution/detailed_results/Davidsv_SUONG-1/results_2025-02-24T16-35-20.128773.json,usable
DavieLion_Llama-3.2-1B-SPIN-iter0,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavieLion_Llama-3.2-1B-SPIN-iter0/results_2024-12-29T02-42-14.122225.json,usable
DavieLion_Llama-3.2-1B-SPIN-iter1,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavieLion_Llama-3.2-1B-SPIN-iter1/results_2024-12-29T07-27-12.916238.json,usable
DavieLion_Llama-3.2-1B-SPIN-iter2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavieLion_Llama-3.2-1B-SPIN-iter2/results_2024-12-29T09-28-09.319125.json,usable
DavieLion_Llama-3.2-1B-SPIN-iter3,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavieLion_Llama-3.2-1B-SPIN-iter3/results_2024-12-29T06-27-51.383742.json,usable
DavieLion_Lllma-3.2-1B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DavieLion_Lllma-3.2-1B/results_2024-12-27T07-42-34.986242.json,usable
DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT,1,0,real_attachments/C_efficiency_evolution/detailed_results/DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT/results_2025-01-02T23-42-32.363726.json,usable
Deci_DeciLM-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Deci_DeciLM-7B/results_2024-06-16T21-49-06.071553.json,usable
Deci_DeciLM-7B-instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/Deci_DeciLM-7B-instruct/results_2024-06-16T21-50-32.589302.json,usable
DeepAutoAI_Explore_Llama-3.1-8B-Inst,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_Explore_Llama-3.1-8B-Inst/results_2024-09-21T17-34-15.250414.json,usable
DeepAutoAI_Explore_Llama-3.2-1B-Inst,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_Explore_Llama-3.2-1B-Inst/results_2024-10-07T07-57-21.365937.json,usable
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0/results_2024-10-08T11-14-35.125813.json,usable
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1/results_2024-10-09T10-26-35.079919.json,usable
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1/results_2024-10-09T10-29-37.972649.json,usable
DeepAutoAI_causal_gpt2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_causal_gpt2/results_2024-10-17T06-14-28.690757.json,usable
DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0/results_2024-09-12T00-17-43.652795.json,usable
DeepAutoAI_d2nwg_causal_gpt2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_d2nwg_causal_gpt2/results_2024-10-18T01-36-00.225326.json,usable
DeepAutoAI_d2nwg_causal_gpt2_v1,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_d2nwg_causal_gpt2_v1/results_2024-10-18T17-39-39.780270.json,usable
DeepAutoAI_ldm_soup_Llama-3.1-8B-Inst,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_ldm_soup_Llama-3.1-8B-Inst/results_2024-09-17T16-53-14.508118.json,usable
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.0,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.0/results_2024-09-16T00-55-20.303513.json,usable
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.1/results_2024-09-16T11-07-45.732075.json,usable
DeepMount00_Lexora-Lite-3B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Lexora-Lite-3B/results_2024-10-20T17-04-44.753677.json,usable
DeepMount00_Lexora-Lite-3B_v2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Lexora-Lite-3B_v2/results_2025-02-26T01-20-11.246594.json,usable
DeepMount00_Lexora-Medium-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Lexora-Medium-7B/results_2024-09-24T13-30-06.561197.json,usable
DeepMount00_Llama-3-8b-Ita,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Llama-3-8b-Ita/results_2024-08-13T04-33-17.994268.json,usable
DeepMount00_Llama-3.1-8b-ITA,2,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Llama-3.1-8b-ITA/results_2025-02-13T18-27-04.338360.json,usable
DeepMount00_Llama-3.1-Distilled,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Llama-3.1-Distilled/results_2024-10-25T16-30-54.674107.json,usable
DeepMount00_Qwen2-1.5B-Ita,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Qwen2-1.5B-Ita/results_2025-02-28T20-55-59.716664.json,usable
DeepMount00_Qwen2-1.5B-Ita_v2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Qwen2-1.5B-Ita_v2/results_2025-03-06T07-46-27.142642.json,usable
DeepMount00_Qwen2-1.5B-Ita_v3,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Qwen2-1.5B-Ita_v3/results_2025-03-06T09-07-19.003105.json,usable
DeepMount00_Qwen2-1.5B-Ita_v5,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Qwen2-1.5B-Ita_v5/results_2025-03-10T13-52-00.461153.json,usable
DeepMount00_Qwen2-1.5B-Ita_v6,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Qwen2-1.5B-Ita_v6/results_2025-03-10T16-42-48.688447.json,usable
DeepMount00_Qwen2.5-7B-Instruct-MathCoder,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_Qwen2.5-7B-Instruct-MathCoder/results_2024-10-25T16-48-55.371157.json,usable
DeepMount00_mergekit-ties-okvgjfz,1,0,real_attachments/C_efficiency_evolution/detailed_results/DeepMount00_mergekit-ties-okvgjfz/results_2024-10-25T16-48-46.916487.json,usable
Delta-Vector_Baldur-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Baldur-8B/results_2024-10-06T23-26-24.662364.json,usable
Delta-Vector_Control-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Control-8B/results_2024-11-25T22-58-23.311876.json,usable
Delta-Vector_Control-8B-V1.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Control-8B-V1.1/results_2024-11-25T22-59-39.146282.json,usable
Delta-Vector_Darkens-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Darkens-8B/results_2024-10-06T23-43-28.378749.json,usable
Delta-Vector_Henbane-7b-attempt2,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Henbane-7b-attempt2/results_2024-10-11T04-26-22.219154.json,usable
Delta-Vector_Odin-9B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Odin-9B/results_2024-10-07T06-28-49.718610.json,usable
Delta-Vector_Tor-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Delta-Vector_Tor-8B/results_2024-10-07T05-32-42.968657.json,usable
DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DevQuasar_DevQuasar-R1-Uncensored-Llama-8B/results_2025-02-24T21-08-11.864665.json,usable
Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO,1,0,real_attachments/C_efficiency_evolution/detailed_results/Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO/results_2025-02-05T21-39-58.605765.json,usable
DoppelReflEx_L3-8B-R1-WolfCore,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_L3-8B-R1-WolfCore/results_2025-02-28T08-19-11.374461.json,usable
DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test/results_2025-03-01T06-02-01.732045.json,usable
DoppelReflEx_L3-8B-WolfCore,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_L3-8B-WolfCore/results_2025-02-28T15-09-48.824639.json,usable
DoppelReflEx_MN-12B-FoxFrame-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-FoxFrame-test/results_2025-02-06T06-23-45.550962.json,usable
DoppelReflEx_MN-12B-FoxFrame2-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-FoxFrame2-test/results_2025-02-18T20-23-38.255325.json,usable
DoppelReflEx_MN-12B-FoxFrame3-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-FoxFrame3-test/results_2025-02-18T20-33-24.161176.json,usable
DoppelReflEx_MN-12B-Kakigori,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Kakigori/results_2025-01-29T06-05-49.129207.json,usable
DoppelReflEx_MN-12B-LilithFrame,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame/results_2025-01-29T06-14-21.361820.json,usable
DoppelReflEx_MN-12B-LilithFrame-Experiment-2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame-Experiment-2/results_2025-01-29T09-38-43.090670.json,usable
DoppelReflEx_MN-12B-LilithFrame-Experiment-3,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame-Experiment-3/results_2025-01-30T03-11-48.420023.json,usable
DoppelReflEx_MN-12B-LilithFrame-Experiment-4,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame-Experiment-4/results_2025-02-01T07-44-15.589128.json,usable
DoppelReflEx_MN-12B-Mimicore-GreenSnake,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-GreenSnake/results_2025-01-27T04-06-45.582696.json,usable
DoppelReflEx_MN-12B-Mimicore-Nocturne,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Nocturne/results_2025-03-09T01-56-11.380620.json,usable
DoppelReflEx_MN-12B-Mimicore-Orochi,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi/results_2025-01-28T04-52-13.925053.json,usable
DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment/results_2025-01-28T07-33-29.878696.json,usable
DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment/results_2025-01-28T08-45-35.014563.json,usable
DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment/results_2025-01-28T11-41-49.522671.json,usable
DoppelReflEx_MN-12B-Mimicore-WhiteSnake,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake/results_2025-01-27T04-00-36.616405.json,usable
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1/results_2025-01-29T01-43-28.326883.json,usable
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2/results_2025-01-29T02-00-09.948353.json,usable
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3/results_2025-01-29T01-52-03.291596.json,usable
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4/results_2025-01-29T02-06-49.274720.json,usable
DoppelReflEx_MN-12B-Unleashed-Twilight,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Unleashed-Twilight/results_2025-02-24T16-40-04.762595.json,usable
DoppelReflEx_MN-12B-WolFrame,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-WolFrame/results_2025-02-01T13-32-06.626014.json,usable
DoppelReflEx_MiniusLight-24B,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B/results_2025-03-04T03-48-41.345537.json,usable
DoppelReflEx_MiniusLight-24B-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-test/results_2025-03-04T04-36-04.245444.json,usable
DoppelReflEx_MiniusLight-24B-v1b-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-v1b-test/results_2025-03-04T05-07-42.130665.json,usable
DoppelReflEx_MiniusLight-24B-v1c-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-v1c-test/results_2025-03-04T19-39-54.628918.json,usable
DoppelReflEx_MiniusLight-24B-v1d-test,1,0,real_attachments/C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-v1d-test/results_2025-03-07T08-10-57.040104.json,usable
DreadPoor_Again-8B-Model_Stock,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Again-8B-Model_Stock/results_2024-12-18T05-38-04.604621.json,usable
DreadPoor_Alita99-8B-LINEAR,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Alita99-8B-LINEAR/results_2024-11-26T09-13-36.210728.json,usable
DreadPoor_AnotherTest,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_AnotherTest/results_2025-01-29T02-35-35.598992.json,usable
DreadPoor_Aspire-8B-model_stock,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire-8B-model_stock/results_2024-09-18T14-56-50.576279.json,usable
DreadPoor_Aspire_1.3-8B_model-stock,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_1.3-8B_model-stock/results_2024-11-06T17-49-07.924455.json,usable
DreadPoor_Aspire_V2-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aspire_V2.1-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2.1-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aspire_V2_ALT-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aspire_V3-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aspire_V4-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V4-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aspire_V4_ALT-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V4_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Asymmetric_Linearity-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Asymmetric_Linearity-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aurora_faustus-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aurora_faustus-8B-LORABLATED,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LORABLATED/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LORABLATED_ALT/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Autumn_Dawn-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Autumn_Dawn-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_BaeZel-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_BaeZel-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_BaeZel-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_BaeZel-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_BaeZel_V2-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_BaeZel_V2_ALT-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V2_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_BaeZel_V3-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Blunt_Edge-8B-SLERP,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Blunt_Edge-8B-SLERP/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_BulkUp,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_BulkUp/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Cadence-8B-LINEAR,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Cadence-8B-LINEAR/results_2025-02-25T20-04-11.601267.json,usable
DreadPoor_Caelid-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Caelid-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Casuar-9B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Casuar-9B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Condensed_Milk-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Condensed_Milk-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_CoolerCoder-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_CoolerCoder-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Damasteel-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Damasteel-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Dearly_Beloved-8B-TIES,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Dearly_Beloved-8B-TIES/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Decayed-8B-LINEAR,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Decayed-8B-LINEAR/results_2025-02-25T20-09-22.458828.json,usable
DreadPoor_Derivative-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Derivative-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Derivative_V2-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V2_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Derivative_V3-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Elusive_Dragon_Heart-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Emu_Eggs-9B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Emu_Eggs-9B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Eunoia_Vespera-8B-LINEAR,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Eunoia_Vespera-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_Fu_sion_HA-8B-SLERP,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Fu_sion_HA-8B-SLERP/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_HOT_STINKING_GARBAGE,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_HOT_STINKING_GARBAGE/results_2025-02-13T18-27-04.338360.json,usable
DreadPoor_H_the_eighth-8B-LINEAR,1,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_H_the_eighth-8B-LINEAR/results_2025-03-06T15-42-24.897731.json,usable
DreadPoor_Happy_New_Year-8B-Model_Stock,2,0,real_attachments/C_efficiency_evolution/detailed_results/DreadPoor_Happy_New_Year-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,usable
